[2024-06-23T01:19:57.553+0000] {local_task_job_runner.py:120} INFO - ::group::Pre task execution logs
[2024-06-23T01:19:57.576+0000] {taskinstance.py:2076} INFO - Dependencies all met for dep_context=non-requeueable deps ti=<TaskInstance: pokemon_example.metricspokemonweights manual__2024-06-23T01:18:25.665789+00:00 [queued]>
[2024-06-23T01:19:57.583+0000] {taskinstance.py:2076} INFO - Dependencies all met for dep_context=requeueable deps ti=<TaskInstance: pokemon_example.metricspokemonweights manual__2024-06-23T01:18:25.665789+00:00 [queued]>
[2024-06-23T01:19:57.583+0000] {taskinstance.py:2306} INFO - Starting attempt 1 of 1
[2024-06-23T01:19:57.596+0000] {taskinstance.py:2330} INFO - Executing <Task(_PythonVirtualenvDecoratedOperator): metricspokemonweights> on 2024-06-23 01:18:25.665789+00:00
[2024-06-23T01:19:57.602+0000] {warnings.py:110} WARNING - /home/***/.local/lib/python3.12/site-packages/***/task/task_runner/standard_task_runner.py:61: DeprecationWarning: This process (pid=7255) is multi-threaded, use of fork() may lead to deadlocks in the child.
  pid = os.fork()

[2024-06-23T01:19:57.603+0000] {standard_task_runner.py:63} INFO - Started process 7256 to run task
[2024-06-23T01:19:57.603+0000] {standard_task_runner.py:90} INFO - Running: ['***', 'tasks', 'run', 'pokemon_example', 'metricspokemonweights', 'manual__2024-06-23T01:18:25.665789+00:00', '--job-id', '97', '--raw', '--subdir', 'DAGS_FOLDER/python_operators.py', '--cfg-path', '/tmp/tmpfbj1e3ts']
[2024-06-23T01:19:57.604+0000] {standard_task_runner.py:91} INFO - Job 97: Subtask metricspokemonweights
[2024-06-23T01:19:57.641+0000] {task_command.py:426} INFO - Running <TaskInstance: pokemon_example.metricspokemonweights manual__2024-06-23T01:18:25.665789+00:00 [running]> on host c357804a93ab
[2024-06-23T01:19:57.745+0000] {taskinstance.py:2648} INFO - Exporting env vars: AIRFLOW_CTX_DAG_OWNER='***' AIRFLOW_CTX_DAG_ID='pokemon_example' AIRFLOW_CTX_TASK_ID='metricspokemonweights' AIRFLOW_CTX_EXECUTION_DATE='2024-06-23T01:18:25.665789+00:00' AIRFLOW_CTX_TRY_NUMBER='1' AIRFLOW_CTX_DAG_RUN_ID='manual__2024-06-23T01:18:25.665789+00:00'
[2024-06-23T01:19:57.745+0000] {taskinstance.py:430} INFO - ::endgroup::
[2024-06-23T01:19:57.746+0000] {process_utils.py:183} INFO - Executing cmd: /home/***/.local/bin/python -m virtualenv /tmp/venv4qmstbwu --system-site-packages --python=python
[2024-06-23T01:19:57.747+0000] {process_utils.py:187} INFO - Output:
[2024-06-23T01:19:58.479+0000] {process_utils.py:191} INFO - created virtual environment CPython3.12.3.final.0-64 in 229ms
[2024-06-23T01:19:58.480+0000] {process_utils.py:191} INFO -   creator CPython3Posix(dest=/tmp/venv4qmstbwu, clear=False, no_vcs_ignore=False, global=True)
[2024-06-23T01:19:58.480+0000] {process_utils.py:191} INFO -   seeder FromAppData(download=False, pip=bundle, via=copy, app_data_dir=/home/***/.local/share/virtualenv)
[2024-06-23T01:19:58.481+0000] {process_utils.py:191} INFO -     added seed packages: pip==24.0
[2024-06-23T01:19:58.481+0000] {process_utils.py:191} INFO -   activators BashActivator,CShellActivator,FishActivator,NushellActivator,PowerShellActivator,PythonActivator
[2024-06-23T01:19:58.504+0000] {process_utils.py:183} INFO - Executing cmd: /tmp/venv4qmstbwu/bin/pip install -r /tmp/venv4qmstbwu/requirements.txt
[2024-06-23T01:19:58.504+0000] {process_utils.py:187} INFO - Output:
[2024-06-23T01:20:03.585+0000] {process_utils.py:191} INFO - 
[2024-06-23T01:20:03.586+0000] {process_utils.py:191} INFO - [notice] A new release of pip is available: 24.0 -> 24.1
[2024-06-23T01:20:03.586+0000] {process_utils.py:191} INFO - [notice] To update, run: python -m pip install --upgrade pip
[2024-06-23T01:20:03.679+0000] {process_utils.py:183} INFO - Executing cmd: /tmp/venv4qmstbwu/bin/python /tmp/venv-call01tzh8tz/script.py /tmp/venv-call01tzh8tz/script.in /tmp/venv-call01tzh8tz/script.out /tmp/venv-call01tzh8tz/string_args.txt /tmp/venv-call01tzh8tz/termination.log
[2024-06-23T01:20:03.679+0000] {process_utils.py:187} INFO - Output:
[2024-06-23T01:20:05.811+0000] {process_utils.py:191} INFO - ----------------------------------------------------------------------------------------------------
[2024-06-23T01:20:05.811+0000] {process_utils.py:191} INFO - raw data:
[2024-06-23T01:20:05.812+0000] {process_utils.py:191} INFO - name        url                                       weight    parent_cluster    parent_centroid    deviation_factor
[2024-06-23T01:20:05.827+0000] {process_utils.py:191} INFO - nidorina    https://pokeapi.co/api/v2/pokemon/30/        200                 1            199.601          0.00199722
[2024-06-23T01:20:05.827+0000] {process_utils.py:191} INFO - nidoqueen   https://pokeapi.co/api/v2/pokemon/31/        600                 0            839.234          0.285063
[2024-06-23T01:20:05.828+0000] {process_utils.py:191} INFO - nidoran-m   https://pokeapi.co/api/v2/pokemon/32/         90                 1            199.601          0.549101
[2024-06-23T01:20:05.828+0000] {process_utils.py:191} INFO - nidorino    https://pokeapi.co/api/v2/pokemon/33/        195                 1            199.601          0.0230527
[2024-06-23T01:20:05.829+0000] {process_utils.py:191} INFO - nidoking    https://pokeapi.co/api/v2/pokemon/34/        620                 0            839.234          0.261231
[2024-06-23T01:20:05.829+0000] {process_utils.py:191} INFO - clefairy    https://pokeapi.co/api/v2/pokemon/35/         75                 1            199.601          0.624251
[2024-06-23T01:20:05.829+0000] {process_utils.py:191} INFO - clefable    https://pokeapi.co/api/v2/pokemon/36/        400                 1            199.601          1.00399
[2024-06-23T01:20:05.830+0000] {process_utils.py:191} INFO - vulpix      https://pokeapi.co/api/v2/pokemon/37/         99                 1            199.601          0.504011
[2024-06-23T01:20:05.830+0000] {process_utils.py:191} INFO - ninetales   https://pokeapi.co/api/v2/pokemon/38/        199                 1            199.601          0.00301276
[2024-06-23T01:20:05.831+0000] {process_utils.py:191} INFO - jigglypuff  https://pokeapi.co/api/v2/pokemon/39/         55                 1            199.601          0.724451
[2024-06-23T01:20:05.831+0000] {process_utils.py:191} INFO - wigglytuff  https://pokeapi.co/api/v2/pokemon/40/        120                 1            199.601          0.398802
[2024-06-23T01:20:05.832+0000] {process_utils.py:191} INFO - zubat       https://pokeapi.co/api/v2/pokemon/41/         75                 1            199.601          0.624251
[2024-06-23T01:20:05.832+0000] {process_utils.py:191} INFO - golbat      https://pokeapi.co/api/v2/pokemon/42/        550                 0            839.234          0.344641
[2024-06-23T01:20:05.833+0000] {process_utils.py:191} INFO - oddish      https://pokeapi.co/api/v2/pokemon/43/         54                 1            199.601          0.729461
[2024-06-23T01:20:05.833+0000] {process_utils.py:191} INFO - gloom       https://pokeapi.co/api/v2/pokemon/44/         86                 1            199.601          0.569141
[2024-06-23T01:20:05.834+0000] {process_utils.py:191} INFO - vileplume   https://pokeapi.co/api/v2/pokemon/45/        186                 1            199.601          0.0681426
[2024-06-23T01:20:05.834+0000] {process_utils.py:191} INFO - paras       https://pokeapi.co/api/v2/pokemon/46/         54                 1            199.601          0.729461
[2024-06-23T01:20:05.835+0000] {process_utils.py:191} INFO - parasect    https://pokeapi.co/api/v2/pokemon/47/        295                 1            199.601          0.477946
[2024-06-23T01:20:05.835+0000] {process_utils.py:191} INFO - venonat     https://pokeapi.co/api/v2/pokemon/48/        300                 1            199.601          0.502996
[2024-06-23T01:20:05.836+0000] {process_utils.py:191} INFO - venomoth    https://pokeapi.co/api/v2/pokemon/49/        125                 1            199.601          0.373752
[2024-06-23T01:20:05.836+0000] {process_utils.py:191} INFO - diglett     https://pokeapi.co/api/v2/pokemon/50/          8                 1            199.601          0.95992
[2024-06-23T01:20:05.837+0000] {process_utils.py:191} INFO - dugtrio     https://pokeapi.co/api/v2/pokemon/51/        333                 1            199.601          0.668325
[2024-06-23T01:20:05.837+0000] {process_utils.py:191} INFO - meowth      https://pokeapi.co/api/v2/pokemon/52/         42                 1            199.601          0.789581
[2024-06-23T01:20:05.838+0000] {process_utils.py:191} INFO - persian     https://pokeapi.co/api/v2/pokemon/53/        320                 1            199.601          0.603196
[2024-06-23T01:20:05.838+0000] {process_utils.py:191} INFO - psyduck     https://pokeapi.co/api/v2/pokemon/54/        196                 1            199.601          0.0180427
[2024-06-23T01:20:05.839+0000] {process_utils.py:191} INFO - golduck     https://pokeapi.co/api/v2/pokemon/55/        766                 0            839.234          0.0872633
[2024-06-23T01:20:05.839+0000] {process_utils.py:191} INFO - mankey      https://pokeapi.co/api/v2/pokemon/56/        280                 1            199.601          0.402796
[2024-06-23T01:20:05.839+0000] {process_utils.py:191} INFO - primeape    https://pokeapi.co/api/v2/pokemon/57/        320                 1            199.601          0.603196
[2024-06-23T01:20:05.840+0000] {process_utils.py:191} INFO - growlithe   https://pokeapi.co/api/v2/pokemon/58/        190                 1            199.601          0.0481026
[2024-06-23T01:20:05.840+0000] {process_utils.py:191} INFO - arcanine    https://pokeapi.co/api/v2/pokemon/59/       1550                 0            839.234          0.846921
[2024-06-23T01:20:05.841+0000] {process_utils.py:191} INFO - poliwag     https://pokeapi.co/api/v2/pokemon/60/        124                 1            199.601          0.378762
[2024-06-23T01:20:05.841+0000] {process_utils.py:191} INFO - poliwhirl   https://pokeapi.co/api/v2/pokemon/61/        200                 1            199.601          0.00199722
[2024-06-23T01:20:05.841+0000] {process_utils.py:191} INFO - poliwrath   https://pokeapi.co/api/v2/pokemon/62/        540                 0            839.234          0.356556
[2024-06-23T01:20:05.842+0000] {process_utils.py:191} INFO - abra        https://pokeapi.co/api/v2/pokemon/63/        195                 1            199.601          0.0230527
[2024-06-23T01:20:05.842+0000] {process_utils.py:191} INFO - kadabra     https://pokeapi.co/api/v2/pokemon/64/        565                 0            839.234          0.326767
[2024-06-23T01:20:05.842+0000] {process_utils.py:191} INFO - alakazam    https://pokeapi.co/api/v2/pokemon/65/        480                 1            199.601          1.40479
[2024-06-23T01:20:05.843+0000] {process_utils.py:191} INFO - machop      https://pokeapi.co/api/v2/pokemon/66/        195                 1            199.601          0.0230527
[2024-06-23T01:20:05.843+0000] {process_utils.py:191} INFO - machoke     https://pokeapi.co/api/v2/pokemon/67/        705                 0            839.234          0.159949
[2024-06-23T01:20:05.843+0000] {process_utils.py:191} INFO - machamp     https://pokeapi.co/api/v2/pokemon/68/       1300                 0            839.234          0.549031
[2024-06-23T01:20:05.843+0000] {process_utils.py:191} INFO - bellsprout  https://pokeapi.co/api/v2/pokemon/69/         40                 1            199.601          0.799601
[2024-06-23T01:20:05.844+0000] {process_utils.py:191} INFO - weepinbell  https://pokeapi.co/api/v2/pokemon/70/         64                 1            199.601          0.679361
[2024-06-23T01:20:05.844+0000] {process_utils.py:191} INFO - victreebel  https://pokeapi.co/api/v2/pokemon/71/        155                 1            199.601          0.223452
[2024-06-23T01:20:05.844+0000] {process_utils.py:191} INFO - tentacool   https://pokeapi.co/api/v2/pokemon/72/        455                 1            199.601          1.27954
[2024-06-23T01:20:05.845+0000] {process_utils.py:191} INFO - tentacruel  https://pokeapi.co/api/v2/pokemon/73/        550                 0            839.234          0.344641
[2024-06-23T01:20:05.845+0000] {process_utils.py:191} INFO - geodude     https://pokeapi.co/api/v2/pokemon/74/        200                 1            199.601          0.00199722
[2024-06-23T01:20:05.845+0000] {process_utils.py:191} INFO - graveler    https://pokeapi.co/api/v2/pokemon/75/       1050                 0            839.234          0.25114
[2024-06-23T01:20:05.846+0000] {process_utils.py:191} INFO - golem       https://pokeapi.co/api/v2/pokemon/76/       3000                 2           2681.25           0.118881
[2024-06-23T01:20:05.846+0000] {process_utils.py:191} INFO - ponyta      https://pokeapi.co/api/v2/pokemon/77/        300                 1            199.601          0.502996
[2024-06-23T01:20:05.846+0000] {process_utils.py:191} INFO - rapidash    https://pokeapi.co/api/v2/pokemon/78/        950                 0            839.234          0.131984
[2024-06-23T01:20:05.847+0000] {process_utils.py:191} INFO - slowpoke    https://pokeapi.co/api/v2/pokemon/79/        360                 1            199.601          0.803595
[2024-06-23T01:20:05.847+0000] {process_utils.py:191} INFO - slowbro     https://pokeapi.co/api/v2/pokemon/80/        785                 0            839.234          0.0646236
[2024-06-23T01:20:05.847+0000] {process_utils.py:191} INFO - poliwhirl   https://pokeapi.co/api/v2/pokemon/61/        200                 1            199.601          0.00199722
[2024-06-23T01:20:05.848+0000] {process_utils.py:191} INFO - poliwrath   https://pokeapi.co/api/v2/pokemon/62/        540                 0            839.234          0.356556
[2024-06-23T01:20:05.848+0000] {process_utils.py:191} INFO - abra        https://pokeapi.co/api/v2/pokemon/63/        195                 1            199.601          0.0230527
[2024-06-23T01:20:05.848+0000] {process_utils.py:191} INFO - kadabra     https://pokeapi.co/api/v2/pokemon/64/        565                 0            839.234          0.326767
[2024-06-23T01:20:05.849+0000] {process_utils.py:191} INFO - alakazam    https://pokeapi.co/api/v2/pokemon/65/        480                 1            199.601          1.40479
[2024-06-23T01:20:05.849+0000] {process_utils.py:191} INFO - machop      https://pokeapi.co/api/v2/pokemon/66/        195                 1            199.601          0.0230527
[2024-06-23T01:20:05.849+0000] {process_utils.py:191} INFO - machoke     https://pokeapi.co/api/v2/pokemon/67/        705                 0            839.234          0.159949
[2024-06-23T01:20:05.849+0000] {process_utils.py:191} INFO - machamp     https://pokeapi.co/api/v2/pokemon/68/       1300                 0            839.234          0.549031
[2024-06-23T01:20:05.850+0000] {process_utils.py:191} INFO - bellsprout  https://pokeapi.co/api/v2/pokemon/69/         40                 1            199.601          0.799601
[2024-06-23T01:20:05.850+0000] {process_utils.py:191} INFO - weepinbell  https://pokeapi.co/api/v2/pokemon/70/         64                 1            199.601          0.679361
[2024-06-23T01:20:05.850+0000] {process_utils.py:191} INFO - victreebel  https://pokeapi.co/api/v2/pokemon/71/        155                 1            199.601          0.223452
[2024-06-23T01:20:05.851+0000] {process_utils.py:191} INFO - tentacool   https://pokeapi.co/api/v2/pokemon/72/        455                 1            199.601          1.27954
[2024-06-23T01:20:05.851+0000] {process_utils.py:191} INFO - tentacruel  https://pokeapi.co/api/v2/pokemon/73/        550                 0            839.234          0.344641
[2024-06-23T01:20:05.851+0000] {process_utils.py:191} INFO - geodude     https://pokeapi.co/api/v2/pokemon/74/        200                 1            199.601          0.00199722
[2024-06-23T01:20:05.852+0000] {process_utils.py:191} INFO - graveler    https://pokeapi.co/api/v2/pokemon/75/       1050                 0            839.234          0.25114
[2024-06-23T01:20:05.852+0000] {process_utils.py:191} INFO - golem       https://pokeapi.co/api/v2/pokemon/76/       3000                 2           2681.25           0.118881
[2024-06-23T01:20:05.852+0000] {process_utils.py:191} INFO - ponyta      https://pokeapi.co/api/v2/pokemon/77/        300                 1            199.601          0.502996
[2024-06-23T01:20:05.853+0000] {process_utils.py:191} INFO - rapidash    https://pokeapi.co/api/v2/pokemon/78/        950                 0            839.234          0.131984
[2024-06-23T01:20:05.853+0000] {process_utils.py:191} INFO - slowpoke    https://pokeapi.co/api/v2/pokemon/79/        360                 1            199.601          0.803595
[2024-06-23T01:20:05.853+0000] {process_utils.py:191} INFO - slowbro     https://pokeapi.co/api/v2/pokemon/80/        785                 0            839.234          0.0646236
[2024-06-23T01:20:05.854+0000] {process_utils.py:191} INFO - magnemite   https://pokeapi.co/api/v2/pokemon/81/         60                 1            199.601          0.699401
[2024-06-23T01:20:05.854+0000] {process_utils.py:191} INFO - magneton    https://pokeapi.co/api/v2/pokemon/82/        600                 0            839.234          0.285063
[2024-06-23T01:20:05.854+0000] {process_utils.py:191} INFO - farfetchd   https://pokeapi.co/api/v2/pokemon/83/        150                 1            199.601          0.248502
[2024-06-23T01:20:05.854+0000] {process_utils.py:191} INFO - doduo       https://pokeapi.co/api/v2/pokemon/84/        392                 1            199.601          0.963915
[2024-06-23T01:20:05.855+0000] {process_utils.py:191} INFO - dodrio      https://pokeapi.co/api/v2/pokemon/85/        852                 0            839.234          0.015211
[2024-06-23T01:20:05.855+0000] {process_utils.py:191} INFO - seel        https://pokeapi.co/api/v2/pokemon/86/        900                 0            839.234          0.072406
[2024-06-23T01:20:05.855+0000] {process_utils.py:191} INFO - dewgong     https://pokeapi.co/api/v2/pokemon/87/       1200                 0            839.234          0.429875
[2024-06-23T01:20:05.856+0000] {process_utils.py:191} INFO - grimer      https://pokeapi.co/api/v2/pokemon/88/        300                 1            199.601          0.502996
[2024-06-23T01:20:05.856+0000] {process_utils.py:191} INFO - muk         https://pokeapi.co/api/v2/pokemon/89/        300                 1            199.601          0.502996
[2024-06-23T01:20:05.856+0000] {process_utils.py:191} INFO - shellder    https://pokeapi.co/api/v2/pokemon/90/         40                 1            199.601          0.799601
[2024-06-23T01:20:05.857+0000] {process_utils.py:191} INFO - cloyster    https://pokeapi.co/api/v2/pokemon/91/       1325                 0            839.234          0.57882
[2024-06-23T01:20:05.857+0000] {process_utils.py:191} INFO - gastly      https://pokeapi.co/api/v2/pokemon/92/          1                 1            199.601          0.99499
[2024-06-23T01:20:05.857+0000] {process_utils.py:191} INFO - haunter     https://pokeapi.co/api/v2/pokemon/93/          1                 1            199.601          0.99499
[2024-06-23T01:20:05.858+0000] {process_utils.py:191} INFO - gengar      https://pokeapi.co/api/v2/pokemon/94/        405                 1            199.601          1.02904
[2024-06-23T01:20:05.858+0000] {process_utils.py:191} INFO - onix        https://pokeapi.co/api/v2/pokemon/95/       2100                 2           2681.25           0.216783
[2024-06-23T01:20:05.859+0000] {process_utils.py:191} INFO - drowzee     https://pokeapi.co/api/v2/pokemon/96/        324                 1            199.601          0.623236
[2024-06-23T01:20:05.859+0000] {process_utils.py:191} INFO - hypno       https://pokeapi.co/api/v2/pokemon/97/        756                 0            839.234          0.0991789
[2024-06-23T01:20:05.859+0000] {process_utils.py:191} INFO - krabby      https://pokeapi.co/api/v2/pokemon/98/         65                 1            199.601          0.674351
[2024-06-23T01:20:05.860+0000] {process_utils.py:191} INFO - kingler     https://pokeapi.co/api/v2/pokemon/99/        600                 0            839.234          0.285063
[2024-06-23T01:20:05.860+0000] {process_utils.py:191} INFO - voltorb     https://pokeapi.co/api/v2/pokemon/100/       104                 1            199.601          0.478961
[2024-06-23T01:20:05.861+0000] {process_utils.py:191} INFO - electrode   https://pokeapi.co/api/v2/pokemon/101/       666                 0            839.234          0.20642
[2024-06-23T01:20:05.861+0000] {process_utils.py:191} INFO - exeggcute   https://pokeapi.co/api/v2/pokemon/102/        25                 1            199.601          0.87475
[2024-06-23T01:20:05.862+0000] {process_utils.py:191} INFO - exeggutor   https://pokeapi.co/api/v2/pokemon/103/      1200                 0            839.234          0.429875
[2024-06-23T01:20:05.862+0000] {process_utils.py:191} INFO - cubone      https://pokeapi.co/api/v2/pokemon/104/        65                 1            199.601          0.674351
[2024-06-23T01:20:05.862+0000] {process_utils.py:191} INFO - marowak     https://pokeapi.co/api/v2/pokemon/105/       450                 1            199.601          1.25449
